SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
ERFLNCDI,N6,865,865,850,850.62,850,862.5,79,67780,01-APR-2021,8,INE528S07128,
ERIS,EQ,620.55,634,600,604.3,603.85,605,267662,165193776.95,01-APR-2021,12839,INE406M01024,
EROSMEDIA,EQ,24.75,25.9,24.65,25.45,25.25,25.05,167977,4290331.7,01-APR-2021,558,INE416L01017,
ESABINDIA,EQ,1798.7,1839,1798.7,1830.8,1824,1789.75,3619,6590393.7,01-APR-2021,547,INE284A01012,
ESCORTS,EQ,1310,1316.9,1263.3,1274.05,1273.1,1287.8,1597734,2045555855.6,01-APR-2021,59466,INE042A01014,
ESSARSHPNG,EQ,7.75,8.25,7.75,8.15,8.15,7.75,119034,960528.65,01-APR-2021,402,INE122M01019,
ESTER,EQ,118.7,121.5,117.4,119.3,119.55,116.75,164954,19779501.7,01-APR-2021,2450,INE778B01029,
EUROCERA,BZ,1.1,1.15,1.1,1.15,1.15,1.15,771,848.15,01-APR-2021,9,INE649H01011,
EUROTEXIND,EQ,7.8,7.8,7.8,7.8,7.8,8.2,256,1996.8,01-APR-2021,4,INE022C01012,
EVEREADY,EQ,271,278.5,270,275.8,276.85,270,203383,56048798.9,01-APR-2021,5670,INE128A01029,
EVERESTIND,EQ,287,299.5,287,292.45,291.45,286.6,21517,6308125.95,01-APR-2021,693,INE295A01018,
EXCEL,EQ,2.35,2.45,2.3,2.45,2.45,2.35,40122,96528.55,01-APR-2021,93,INE688J01015,
EXCELINDUS,EQ,847.8,857,845.3,850.8,855,843.55,6038,5141023.7,01-APR-2021,718,INE369A01029,
EXIDEIND,EQ,185.25,186.3,184.1,185.8,186.25,183.6,2010308,372839809.9,01-APR-2021,20916,INE302A01020,
EXPLEOSOL,EQ,540,555,526.05,546.45,546,526.85,38463,20930592.05,01-APR-2021,2104,INE201K01015,
FACT,EQ,109.75,114.4,109.75,112.25,112,109.65,229234,25629858.45,01-APR-2021,2724,INE188A01015,
FAIRCHEMOR,EQ,760,767.6,735,747.65,751.65,749.4,13121,9907046.6,01-APR-2021,981,INE0DNW01011,
FCL,EQ,66.7,68.5,65.55,67.2,67.25,65.8,535746,36005162.8,01-APR-2021,3692,INE045J01026,
FCONSUMER,EQ,6.2,6.6,6.1,6.6,6.6,6,4963091,32162536.9,01-APR-2021,3227,INE220J01025,
FCSSOFT,BE,0.65,0.7,0.65,0.7,0.7,0.65,877674,604004.4,01-APR-2021,604,INE512B01022,
FDC,EQ,286.1,291.95,286.1,287.8,287.75,285.9,177323,51298143.15,01-APR-2021,2411,INE258B01022,
FEDERALBNK,EQ,76.45,79.5,76.3,78.85,78.95,75.8,17948568,1395907540.6,01-APR-2021,42597,INE171A01029,
FEL,EQ,8.05,8.7,8.05,8.7,8.7,7.95,490392,4186470.2,01-APR-2021,5997,INE623B01027,
FELDVR,EQ,10.45,10.8,10.25,10.8,10.8,10.3,25109,269128.7,01-APR-2021,97,IN9623B01058,
FELIX,SM,43.5,45.75,43.5,45.75,45.75,45.75,60000,2717400,01-APR-2021,11,INE901X01013,
FIEMIND,EQ,560.5,585,557.65,573.35,568,556.05,13110,7482657.75,01-APR-2021,976,INE737H01014,
FILATEX,EQ,67,71.25,66.95,69.9,70,66.8,929103,64658280.15,01-APR-2021,4519,INE816B01027,
FINCABLES,EQ,381.5,391.95,381.5,388.75,388.8,380.95,65348,25281716.35,01-APR-2021,3039,INE235A01022,
FINEORG,EQ,2295,2306.1,2272.05,2290.25,2289,2283.85,25554,58577859.3,01-APR-2021,5126,INE686Y01026,
FINPIPE,EQ,648.25,659,648,654.7,655.6,636,274459,179651407.3,01-APR-2021,11682,INE183A01016,
FLEXITUFF,BE,20.95,21,19.2,19.45,19.35,20.15,13327,260847.3,01-APR-2021,28,INE060J01017,
FLFL,EQ,46.7,51.3,46.5,51.3,51.3,48.9,353258,17181217.85,01-APR-2021,1757,INE452O01016,
FLUOROCHEM,EQ,575.2,616,575,610.65,610,575.15,75478,45735991,01-APR-2021,2672,INE09N301011,
FMGOETZE,EQ,281.35,289.45,281.35,288.45,287,281.1,3956,1130432.1,01-APR-2021,146,INE529A01010,
FMNL,EQ,12.25,12.5,11.55,12.5,12.5,11.95,109206,1309877.8,01-APR-2021,181,INE360L01017,
FORCEMOT,EQ,1174,1220,1174,1197.65,1202,1169.75,16496,19747651.9,01-APR-2021,1863,INE451A01017,
FORTIS,EQ,201,203.8,198.15,202.25,201.55,199.15,1650936,331400182.75,01-APR-2021,15044,INE061F01013,
FOSECOIND,EQ,1148.85,1205,1147.6,1195.75,1199,1143.1,2819,3287738.45,01-APR-2021,1080,INE519A01011,
FRETAIL,EQ,41.45,44.75,40.55,44.75,44.75,42.65,4458582,190762299.35,01-APR-2021,15440,INE752P01024,
FSC,EQ,60.65,66.35,60.05,66.35,66.35,63.2,96474,6090543.55,01-APR-2021,954,INE935Q01015,
FSL,EQ,114.3,120.9,114.3,118.1,118.45,113.9,8467620,1002122557.85,01-APR-2021,58440,INE684F01012,
G5,EQ,47.44,47.47,47.31,47.44,47.45,47.17,224,10617.48,01-APR-2021,20,INF247L01AK4,
GABRIEL,EQ,103.95,104.1,102.75,103.1,103.15,103.15,488776,50405870.35,01-APR-2021,3147,INE524A01029,
GAEL,EQ,128.4,137.9,128.4,135.2,135.4,127.85,407247,54318859.7,01-APR-2021,5053,INE036B01030,
GAIL,EQ,136.25,140.95,135.2,140.15,140.25,135.5,18828032,2600109912.5,01-APR-2021,69653,INE129A01019,
GAL,EQ,1.95,1.95,1.9,1.95,1.95,1.9,59330,115616.05,01-APR-2021,74,INE482J01021,
GALAXYSURF,EQ,2560.2,2605.75,2530,2546.35,2540,2546.75,23403,59976242.45,01-APR-2021,3757,INE600K01018,
GALLANTT,EQ,43.05,47,42.8,46.55,46.85,43.6,37983,1745492.65,01-APR-2021,488,INE297H01019,
GALLISPAT,EQ,37.45,40.75,36.65,39.85,39.65,36.55,78707,3094453.1,01-APR-2021,558,INE528K01029,
GAMMNINFRA,EQ,0.7,0.75,0.7,0.75,0.75,0.7,817607,587965.65,01-APR-2021,13317,INE181G01025,
GANDHITUBE,EQ,284,284,265.3,274.55,275,270.3,6598,1802362.75,01-APR-2021,260,INE524B01027,
GANECOS,EQ,590.4,600.75,582,590.8,592,589.55,22258,13175597.2,01-APR-2021,769,INE845D01014,
GANESHHOUC,EQ,57.9,58.4,57.9,58.4,58.4,55.65,14555,848952,01-APR-2021,62,INE460C01014,
GANGAFORGE,SM,41,42.3,40.9,41.75,40.9,43,32000,1329600,01-APR-2021,4,INE691Z01015,
GANGESSECU,EQ,63,63,60.05,60.25,60.1,59,1812,109807.6,01-APR-2021,42,INE335W01016,
GARFIBRES,EQ,2597.9,2627.5,2584.05,2616.2,2627.3,2567.15,10493,27392114.3,01-APR-2021,2824,INE276A01018,
GATI,EQ,103.7,107.45,103.15,106.05,105.7,102.75,421231,44670193.15,01-APR-2021,4903,INE152B01027,
GAYAHWS,BE,0.55,0.6,0.55,0.6,0.6,0.55,231309,138177.9,01-APR-2021,103,INE287Z01012,
GAYAPROJ,EQ,29,31.2,28.75,31.1,31.2,28.4,1097657,33910692.1,01-APR-2021,2928,INE336H01023,
GBGLOBAL,EQ,7.65,7.65,7.1,7.45,7.45,7.3,1662,12570.45,01-APR-2021,20,INE087J01028,
GDL,EQ,177.75,181.8,174.75,177.9,177,177.5,80168,14311629.55,01-APR-2021,2257,INE852F01015,
GEECEE,EQ,102.2,105.95,102,102.65,102.1,101.55,12828,1329719.9,01-APR-2021,433,INE916G01016,
GEEKAYWIRE,EQ,79.95,79.95,77.7,79.45,79.5,77.6,15762,1246305.8,01-APR-2021,29,INE669X01016,
GENCON,EQ,45.45,47.7,44.55,45.25,45.2,44,2562,116720.8,01-APR-2021,152,INE854S01022,
GENESYS,BE,107,107,98.75,98.95,98.75,103.9,33247,3325469.45,01-APR-2021,178,INE727B01026,
GENUSPAPER,EQ,7.2,7.35,7.05,7.25,7.25,7.05,127994,929117.65,01-APR-2021,262,INE949P01018,
GENUSPOWER,EQ,48.7,51.15,48.3,50.65,50.4,48.25,298678,15036702.75,01-APR-2021,1294,INE955D01029,
GEOJITFSL,EQ,52,52,50.85,51.8,52,50.25,186560,9618159.9,01-APR-2021,2418,INE007B01023,
GEPIL,EQ,288.5,290.6,284,286.05,285,287,55821,16019018.8,01-APR-2021,2325,INE878A01011,
GESHIP,EQ,314,326.75,310.05,315.1,315.8,312.7,265822,84432018.85,01-APR-2021,7869,INE017A01032,
GET&D,EQ,116.65,124.7,116.2,121.6,122.8,116.3,99882,11939087.95,01-APR-2021,1419,INE200A01026,
GFLLIMITED,BE,69.35,76.55,69.35,75.95,76.55,72.95,180249,13130123.4,01-APR-2021,728,INE538A01037,
GFSTEELS,EQ,2,2,2,2,2,2,100,200,01-APR-2021,2,INE534A01028,
GHCL,EQ,231.5,233.1,227,229.6,229.8,229.5,110993,25478462.85,01-APR-2021,4856,INE539A01019,
GICHSGFIN,EQ,117.45,123.4,117.4,122.1,121.8,116.55,370743,44633058.7,01-APR-2021,4174,INE289B01019,
GICRE,EQ,200,211,196,208.2,207.7,199.4,2521612,522393642.5,01-APR-2021,46457,INE481Y01014,
GILLANDERS,EQ,42.4,42.4,40.4,41.15,41.15,41.15,1115,45981.4,01-APR-2021,18,INE047B01011,
GILLETTE,EQ,5861,5895,5490.1,5689.75,5680,5900.05,16491,94345485.85,01-APR-2021,4001,INE322A01010,
GINNIFILA,EQ,19.85,20.6,19.5,20.4,20.6,19.55,70151,1404153.95,01-APR-2021,382,INE424C01010,
GIPCL,EQ,76.8,76.8,75.8,76.2,76.4,75.75,435166,33119163.65,01-APR-2021,3261,INE162A01010,
GIRIRAJ,SM,89.5,89.5,89.5,89.5,89.5,88.7,1200,107400,01-APR-2021,1,INE614Z01017,
GKWLIMITED,EQ,508.05,517,501.05,514.45,507,503,927,473212.8,01-APR-2021,397,INE528A01020,
GLAND,EQ,2499.2,2507.8,2441,2467.9,2455.3,2478.3,168497,416629526.85,01-APR-2021,20835,INE068V01023,
GLAXO,EQ,1440,1455,1430,1432.15,1430.6,1440.75,30043,43317289.95,01-APR-2021,3625,INE159A01016,
GLENMARK,EQ,466,488,462.35,483.25,482.9,464.7,2183036,1042580932.85,01-APR-2021,31701,INE935A01035,
GLFL,EQ,2.6,2.6,2.45,2.5,2.55,2.5,14812,36573.45,01-APR-2021,46,INE540A01017,
GLOBAL,EQ,36.35,37.95,35.5,37.5,35.9,36.3,3474,129041.5,01-APR-2021,97,INE291W01011,
GLOBALVECT,BZ,40,40,38.35,39.75,39.15,38.85,3752,149083.2,01-APR-2021,40,INE792H01019,
GLOBE,BE,49,50,46.55,50,50,49,413,19976.4,01-APR-2021,11,INE581X01013,
GLOBUSSPR,EQ,318.1,340.45,317.55,331.05,331.9,317.5,198146,65888906.2,01-APR-2021,5071,INE615I01010,
GMBREW,EQ,416.1,439,416.1,435.85,438.85,416.7,68801,29708520.65,01-APR-2021,2054,INE075D01018,
GMDCLTD,EQ,55.5,59.75,55.45,58.95,59.05,55.25,2423496,140903616.7,01-APR-2021,11411,INE131A01031,
GMMPFAUDLR,EQ,4300,4536,4295,4437.9,4430,4306.2,131914,588147020.65,01-APR-2021,21744,INE541A01023,
GMRINFRA,EQ,24.65,25.15,24.1,25,25.1,24.3,19223855,472053800.45,01-APR-2021,32819,INE776C01039,
GNA,EQ,342.95,373.75,342.95,367.15,372,340.25,109142,39178229.6,01-APR-2021,3571,INE934S01014,
GNFC,EQ,304,313.75,303.7,311.95,312,300.2,1088792,337685489.65,01-APR-2021,15732,INE113A01013,
GOACARBON,EQ,277.7,303.35,277.7,299.95,300.5,275.8,79420,23362972.4,01-APR-2021,2212,INE426D01013,
GOCLCORP,EQ,220,226,218.05,223.65,226,218.3,4537,1008707.35,01-APR-2021,151,INE077F01035,
GODFRYPHLP,EQ,920.35,935,916,928,925,915.75,72171,67030395.75,01-APR-2021,3896,INE260B01028,
GODHA,EQ,46.15,46.15,45.65,45.65,45.65,46.55,10,457,01-APR-2021,2,INE925Y01010,
GODREJAGRO,EQ,525,532.35,512.8,518,517.7,523.8,130637,68222310.55,01-APR-2021,6774,INE850D01014,
GODREJCP,EQ,730.7,735.9,723.7,726.3,726.8,729.65,681593,497043866.45,01-APR-2021,17893,INE102D01028,
GODREJIND,EQ,542,548.3,533.4,539.5,539.1,545.75,193533,104948301.25,01-APR-2021,6883,INE233A01035,
GODREJPROP,EQ,1380.3,1406.4,1361.3,1391.35,1393,1406.75,1024026,1419364774.25,01-APR-2021,37742,INE484J01027,
GOENKA,BZ,1.9,1.9,1.85,1.9,1.9,1.85,172684,327291.6,01-APR-2021,54,INE516K01024,
GOKEX,EQ,78.6,80.3,78.6,79.15,79.35,78.05,123540,9809466.25,01-APR-2021,1327,INE887G01027,
GOKUL,EQ,17.95,19.15,17.95,18.7,18.7,18.05,10630,196206.75,01-APR-2021,158,INE020J01029,
GOKULAGRO,EQ,20.6,20.6,20.1,20.3,20.2,20.2,23530,477792.2,01-APR-2021,179,INE314T01025,
GOLDBEES,EQ,39.7,39.7,38.42,39.1,39.08,38.17,4438427,173086109.59,01-APR-2021,21756,INF204KB17I5,
GOLDENTOBC,EQ,40.95,42,40.1,41.4,42,39.9,3062,125646.1,01-APR-2021,175,INE973A01010,
GOLDIAM,EQ,346.9,351.9,338.45,340.55,339.3,341,25200,8626279.7,01-APR-2021,1083,INE025B01017,
GOLDSHARE,EQ,39.85,40.2,39.85,40.05,40.15,39.55,206615,8286295.4,01-APR-2021,782,INF789F1AUX7,
GOLDTECH,BE,8.25,9.05,8.25,9.05,9.05,8.65,17541,150489.45,01-APR-2021,54,INE805A01014,
GOODLUCK,EQ,66.15,73.85,66.15,72.15,73,66.4,448883,32097826.7,01-APR-2021,3581,INE127I01024,
GOODYEAR,EQ,896,923.95,893.6,918.8,920,891.3,8128,7394962.55,01-APR-2021,897,INE533A01012,
GPIL,EQ,725.05,772,721,759.3,761,718.85,339402,255683125.6,01-APR-2021,10164,INE177H01013,
GPPL,EQ,97.25,100.7,97.25,99.95,100,97.05,193831,19254907.25,01-APR-2021,6882,INE517F01014,
GPTINFRA,EQ,37.55,39,36.75,38.2,38.35,36.65,18351,699569.5,01-APR-2021,175,INE390G01014,
GRANULES,EQ,305.85,312.6,304.1,311.9,312.25,303.45,1839186,568479231.3,01-APR-2021,24498,INE101D01020,
GRAPHITE,EQ,520,580.95,518.25,557.4,559,512,5600312,3071870450.1,01-APR-2021,114402,INE371A01025,
GRASIM,EQ,1460,1467,1436.95,1454.5,1453.05,1450.55,1270201,1844021583.35,01-APR-2021,43912,INE047A01021,
GRAVITA,EQ,91.5,97.25,91.05,96.15,96.7,90.5,196675,18528669.85,01-APR-2021,2178,INE024L01027,
GREAVESCOT,EQ,129,135,128,134.25,133.8,127.65,1099718,145667530.2,01-APR-2021,15065,INE224A01026,
GREENLAM,EQ,939.95,950,900.05,930.45,925,937.3,10759,10027630.7,01-APR-2021,585,INE544R01013,
GREENPANEL,EQ,162,168.15,162,168.15,168.15,160.15,271820,45610244.6,01-APR-2021,1227,INE08ZM01014,
GREENPLY,EQ,171.95,181.3,171.55,180,180,170.55,260822,46127895.75,01-APR-2021,3783,INE461C01038,
GREENPOWER,BE,2.1,2.15,2.05,2.1,2.15,2.1,1954622,4100161.5,01-APR-2021,808,INE999K01014,
GRINDWELL,EQ,950,964.25,925,934.4,929.8,952.2,149416,140681419.05,01-APR-2021,4178,INE536A01023,
GROBTEA,EQ,806.95,838.95,800,801.4,800,803.35,843,680361.75,01-APR-2021,318,INE646C01018,
GRPLTD,EQ,810.05,959.95,808.85,913.1,900,800,13246,12235733.45,01-APR-2021,1756,INE137I01015,
GRSE,EQ,185.8,193,185.8,190.55,190.2,184.85,121867,22951123.95,01-APR-2021,2337,INE382Z01011,
GSCLCEMENT,EQ,33.25,34.3,33.25,34.05,34.2,33.2,125299,4250381.4,01-APR-2021,793,INE542A01039,
GSFC,EQ,81.75,87.9,81.75,87.15,87.25,81.3,2663260,229759131.4,01-APR-2021,14429,INE026A01025,
GSPL,EQ,275.9,280.4,273.35,276.3,274.75,273.35,964293,266227683.25,01-APR-2021,18016,INE246F01010,
GSS,EQ,52.6,54.5,52.55,53.55,53.5,52.3,53656,2880147.55,01-APR-2021,460,INE871H01011,
GTL,EQ,5.25,5.5,5.05,5.5,5.5,5.25,177013,951671.55,01-APR-2021,388,INE043A01012,
GTLINFRA,EQ,0.8,0.85,0.75,0.8,0.85,0.8,10249793,8175073.65,01-APR-2021,2629,INE221H01019,
GTNTEX,EQ,5.3,5.3,5.05,5.05,5.05,5.3,1031,5226.15,01-APR-2021,8,INE302H01017,
GTPL,EQ,123.6,125.75,121.15,124.55,124.3,119.75,121598,15100002,01-APR-2021,1417,INE869I01013,
GUFICBIO,EQ,115.35,120.6,112.35,115.9,115.65,114.5,332270,38964268.15,01-APR-2021,4629,INE742B01025,
GUJALKALI,EQ,346.6,358,344.45,353.25,353,344.8,107076,37766074.65,01-APR-2021,2783,INE186A01019,
GUJAPOLLO,EQ,209.85,213.55,203.6,208.6,206.6,203,13135,2735806.45,01-APR-2021,319,INE826C01016,
GUJGASLTD,EQ,554.7,566,542,547.8,548.05,549.45,1665370,921190301,01-APR-2021,34014,INE844O01030,
GUJRAFFIA,BE,44.05,44.05,44.05,44.05,44.05,46.35,578,25460.9,01-APR-2021,16,INE610B01024,
GULFOILLUB,EQ,723,745,722,742.2,738.7,722.2,11469,8426935.4,01-APR-2021,1059,INE635Q01029,
GULFPETRO,EQ,36.75,38.8,36.05,38.3,38.8,35.9,47167,1773190.9,01-APR-2021,444,INE586G01017,
GULPOLY,EQ,94.4,95.15,92.5,94.7,94.6,92.05,43277,4063702.25,01-APR-2021,537,INE255D01024,
HAL,EQ,1017,1052,1011.25,1035.65,1040,994.95,980629,1012673389.55,01-APR-2021,30769,INE066F01012,
HAPPSTMNDS,EQ,544.8,613,543.05,594.55,612,540.05,7937821,4588236345.6,01-APR-2021,144065,INE419U01012,
HARITASEAT,EQ,745,754,704.9,735.45,727,736.45,32572,23791773.4,01-APR-2021,1774,INE939D01015,
HARRMALAYA,EQ,141.4,144.4,139.55,141.95,142.5,139.15,100044,14223905.55,01-APR-2021,2545,INE544A01019,
HATHWAY,EQ,26.1,26.15,25.15,25.35,25.45,25.7,1342150,34161140.25,01-APR-2021,6790,INE982F01036,
HATSUN,EQ,728.5,748.5,725.6,742,740.05,724.85,23251,17224335.25,01-APR-2021,2381,INE473B01035,
HAVELLS,EQ,1062.75,1072,1046.15,1058.45,1059,1050.4,1032919,1092627950.7,01-APR-2021,29921,INE176B01034,
HAVISHA,BE,0.75,0.75,0.65,0.7,0.7,0.7,138444,93858.35,01-APR-2021,102,INE293B01029,
HBANKETF,EQ,335,338.9,332.01,337.8,338.9,333.98,870,291933.99,01-APR-2021,74,INF179KC1AN8,
HBLPOWER,EQ,34,34.65,33.3,34.45,34.5,33.35,303767,10379694.75,01-APR-2021,1854,INE292B01021,
HBSL,BE,17.3,17.3,15.8,17,17,16.6,3560,57598.05,01-APR-2021,70,INE550B01022,
HCC,EQ,8.4,8.45,8.3,8.45,8.45,8.05,2813195,23705945.6,01-APR-2021,4076,INE549A01026,
HCG,EQ,192.4,193.8,184.05,187.05,187.9,190.5,215841,40787197.45,01-APR-2021,6231,INE075I01017,
HCL-INSYS,EQ,9.15,9.25,9,9.25,9.25,8.85,231165,2128786,01-APR-2021,528,INE236A01020,
HCLTECH,EQ,992,1013.5,990.6,1002.6,1000.6,982.65,5269079,5292029105,01-APR-2021,97439,INE860A01027,
HDFC,EQ,2524,2536.95,2480,2531.45,2530,2498.1,2621437,6588954276.7,01-APR-2021,103602,INE001A01036,
HDFC,W3,759.9,770,738.5,770,770,744,30600,22973910,01-APR-2021,43,INE001A13049,
HDFCAMC,EQ,2935,2975,2891.15,2963.35,2955,2919,121493,356614063.65,01-APR-2021,12564,INE127D01025,
HDFCBANK,EQ,1499.4,1499.4,1465,1486.75,1492.5,1493.65,17881881,26474705849.45,01-APR-2021,338659,INE040A01034,
HDFCLIFE,EQ,699.8,704.35,682.3,691,692.4,696.2,3443437,2373669348.95,01-APR-2021,67468,INE795G01014,
HDFCMFGETF,EQ,40.39,41.4,39.91,40.08,40.09,39.5,1017425,40863699.8,01-APR-2021,2025,INF179KC1981,
HDFCNIFETF,EQ,157.95,158.8,156.5,158.01,158.8,156.43,19500,3067119.82,01-APR-2021,214,INF179KC1965,
HDFCSENETF,EQ,540,540,530,530.47,530.46,532.94,1439,766025.2,01-APR-2021,130,INF179KC1973,
HDIL,BZ,4.8,4.9,4.7,4.9,4.9,4.7,350737,1711235.8,01-APR-2021,388,INE191I01012,
HEG,EQ,1479,1605,1478,1580.9,1580,1464.05,983669,1526176766.95,01-APR-2021,43722,INE545A01016,
HEIDELBERG,EQ,234.9,241.5,233.05,239.05,238.5,233.6,556730,132894597.5,01-APR-2021,8832,INE578A01017,
HEMIPROP,BE,140,144.3,138.5,144.3,144.3,137.45,451889,64907381.9,01-APR-2021,1458,INE0AJG01018,
HEOFRG1126,MF,10.5,10.5,10.5,10.5,10.5,10.3,3500,36750,01-APR-2021,2,INF179KC1AH0,
HERANBA,EQ,635.8,647.2,631,632.15,631.45,631.2,387094,246899902.05,01-APR-2021,12302,INE694N01015,
HERCULES,EQ,113.95,115.5,112.25,114.95,114.5,111.4,24147,2756933.8,01-APR-2021,690,INE688E01024,
HERITGFOOD,EQ,293,315,292.5,312.9,314,294.3,183853,56380153.55,01-APR-2021,5164,INE978A01027,
HEROMOTOCO,EQ,2949,3004.95,2933,2956.1,2960,2913.6,1067722,3173268685.95,01-APR-2021,63536,INE158A01026,
HESTERBIO,EQ,1931.45,1965.55,1886,1903.4,1900,1916.1,11049,21322252.25,01-APR-2021,1456,INE782E01017,
HEXATRADEX,BE,77.85,77.85,75,77.85,77.85,74.15,176392,13528880.15,01-APR-2021,214,INE750M01017,
HFCL,EQ,25.4,27,24.6,26.4,26.45,25.15,5553498,144923216.7,01-APR-2021,6875,INE548A01028,
HGINFRA,EQ,299.7,302.7,294.35,295.55,295.05,298.1,45237,13465363.5,01-APR-2021,1324,INE926X01010,
HGS,EQ,1715,1890,1684,1798.8,1807.7,1726.2,155968,280922904.55,01-APR-2021,14481,INE170I01016,
HIKAL,EQ,144.1,164.4,144.1,159.9,160.6,143.55,2894671,461467990.2,01-APR-2021,27659,INE475B01022,
HIL,EQ,3059,3088,2955.2,3017.9,3023,3048.8,6114,18472447.9,01-APR-2021,1130,INE557A01011,
HILTON,EQ,9.2,9.7,8.85,9.65,9.7,9.25,11894,109943.35,01-APR-2021,71,INE788H01017,
HIMATSEIDE,EQ,145.05,148,145.05,147.3,148,144.85,76825,11321575,01-APR-2021,2221,INE049A01027,
HINDALCO,EQ,329.75,352,328.45,350.25,348.3,326.85,25631843,8803992291.4,01-APR-2021,181535,INE038A01020,
HINDCOMPOS,EQ,261.35,272.75,261.35,270.35,270,263.85,8714,2353170.9,01-APR-2021,348,INE310C01029,
HINDCON,SM,24.5,24.5,24.5,24.5,24.5,24.35,4000,98000,01-APR-2021,1,INE642Y01011,
HINDCOPPER,EQ,120.5,125.55,120.15,125.55,125.55,119.6,2632548,324563180.55,01-APR-2021,16115,INE531E01026,
HINDMOTORS,BE,6.65,6.95,6.55,6.8,6.95,6.65,76722,530665.6,01-APR-2021,130,INE253A01025,
HINDNATGLS,BE,33,33.7,31.5,32.55,33,32.35,32346,1053998.25,01-APR-2021,150,INE952A01022,
HINDOILEXP,EQ,97,99.1,96.8,98,98.75,97.15,412540,40339648.8,01-APR-2021,4292,INE345A01011,
HINDPETRO,EQ,236,238.65,232.5,237.6,237.8,234.5,3620285,853697133.7,01-APR-2021,44426,INE094A01015,
HINDUNILVR,EQ,2446.8,2446.8,2392.05,2399.1,2399,2431.5,1532653,3704820898.35,01-APR-2021,89059,INE030A01027,
HINDZINC,EQ,276,283,274.25,280.25,280.5,272.9,1464491,409248685.25,01-APR-2021,28002,INE267A01025,
HIRECT,EQ,120,126,119.2,125.25,125.5,119,17410,2150146.85,01-APR-2021,430,INE835D01023,
HISARMETAL,EQ,113.9,126.75,112.2,122.9,121.8,112.75,528393,63740359.05,01-APR-2021,8359,INE598C01011,
HITECH,EQ,398.95,406.4,392.9,402.15,403.75,397.15,83144,33402576.7,01-APR-2021,2359,INE106T01017,
HITECHCORP,EQ,121.55,128.05,121.45,122.75,122.65,123.9,3665,454316.35,01-APR-2021,276,INE120D01012,
HITECHGEAR,EQ,172.45,176.35,172,173.25,172.6,172.7,9713,1688936,01-APR-2021,330,INE127B01011,
HLEGLAS,EQ,2340,2400.95,2310,2400.95,2400.95,2286.65,7718,18425893.05,01-APR-2021,737,INE461D01010,
HLVLTD,EQ,5.95,6.2,5.8,6.15,6.2,5.75,215997,1305198.25,01-APR-2021,358,INE102A01024,
HMT,BZ,30.35,32.1,29.2,31.85,32.1,30.7,21917,681900.2,01-APR-2021,98,INE262A01018,
HMVL,EQ,59.75,64.45,59.65,63.35,63.95,59.8,34937,2178203.85,01-APR-2021,496,INE871K01015,
HNDFDS,EQ,2138,2174.5,2100,2129.6,2131,2097.5,15419,32886673.65,01-APR-2021,2660,INE254N01018,
HNGSNGBEES,EQ,349.99,359.99,346.11,357,357.99,347.27,1664,586869.43,01-APR-2021,90,INF204KB19I1,
HOMEFIRST,EQ,448.1,464.85,448.1,462.35,464.5,448.4,142753,65419448.85,01-APR-2021,7506,INE481N01025,
HONAUT,EQ,47774.9,47774.9,45800,46112.6,46089.9,47479.85,4054,189030662.7,01-APR-2021,2776,INE671A01010,
HONDAPOWER,EQ,961.25,985,961.25,980.55,985,956.45,5288,5148192.2,01-APR-2021,524,INE634A01018,
HOTELRUGBY,EQ,1.05,1.05,1.05,1.05,1.05,1.05,5000,5250,01-APR-2021,4,INE275F01019,
HOVS,BE,56.8,59.5,56.65,56.85,56.65,59.6,26769,1531563.85,01-APR-2021,247,INE596H01014,
HPL,BE,49.8,49.9,48,49.15,49.3,48.2,52698,2578724.05,01-APR-2021,556,INE495S01016,
HSCL,EQ,42,44.5,41.9,44,44.05,41.65,6395196,279809930.85,01-APR-2021,19495,INE019C01026,
HSIL,EQ,154.1,161.4,154.1,159.2,159.25,153.6,200859,31606066.85,01-APR-2021,5926,INE415A01038,
HTMEDIA,EQ,21,22.85,21,22.85,22.85,20.8,159928,3604061.45,01-APR-2021,600,INE501G01024,
HUBTOWN,BE,15.4,16.05,15.2,16.05,16.05,15.3,14934,236748,01-APR-2021,93,INE703H01016,
HUDCO,EQ,44.1,45.9,44.05,45.1,45,43.85,4428835,200363821.35,01-APR-2021,14025,INE031A01017,
HUDCO,N2,1193.99,1200,1188.6,1191.1,1191.1,1190,1034,1235780.96,01-APR-2021,35,INE031A07840,
HUDCO,N3,1038.12,1052,1038.12,1040.77,1040.17,1042,3320,3448293.11,01-APR-2021,13,INE031A07832,
HUDCO,N5,1167.02,1167.02,1167.02,1167.02,1167.02,1168.38,50,58351,01-APR-2021,1,INE031A07865,
HUDCO,N6,1200,1240,1200,1240,1240,1195,179,214960,01-APR-2021,2,INE031A07873,
HUDCO,N8,1223.15,1223.15,1223,1223,1223,1223,200,244615,01-APR-2021,2,INE031A07AO5,
HUDCO,ND,1298.95,1298.95,1283,1294.79,1294.79,1283.01,387,498940.45,01-APR-2021,8,INE031A07949,
HUDCO,NE,1430,1437.99,1430,1437.99,1437.99,1424,1851,2657165.49,01-APR-2021,13,INE031A07AB2,
