SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
EMAMIREAL,EQ,46.9,46.9,43.55,44.3,44.45,44.5,18478,816541.65,03-MAY-2021,253,INE778K01012,
EMBASSY,RR,311.61,320.45,311.61,316.06,316.5,312.61,679800,215166314,03-MAY-2021,1582,INE041025011,
EMCO,BZ,1.5,1.55,1.5,1.5,1.5,1.5,24012,36580.5,03-MAY-2021,32,INE078A01026,
EMKAY,EQ,63.45,65.5,61.25,63.65,63.9,64.25,28122,1786219.85,03-MAY-2021,697,INE296H01011,
EMKAYTOOLS,SM,98,98,98,98,98,100,600,58800,03-MAY-2021,1,INE332S01011,
EMMBI,EQ,79.75,80.75,78.6,80.1,80.3,79.75,13890,1109722.95,03-MAY-2021,227,INE753K01015,
EMOFSR1RGG,MF,14,14.25,14,14.2,14.25,14.16,136140,1921412.5,03-MAY-2021,53,INF754K01IR9,
ENDURANCE,EQ,1296.75,1331.85,1282.45,1326.65,1329,1292.45,55553,72761631.4,03-MAY-2021,5009,INE913H01037,
ENERGYDEV,EQ,8.65,8.75,8.2,8.55,8.55,8.5,30282,256555.95,03-MAY-2021,394,INE306C01019,
ENGINERSIN,EQ,72.5,73.5,71.9,72.7,72.75,72.75,1190628,86387808.2,03-MAY-2021,8504,INE510A01028,
ENIL,EQ,149,149,145,146,146.05,146.1,24691,3610279.25,03-MAY-2021,504,INE265F01028,
EPL,EQ,222.05,227.65,218.95,219.7,219.8,224.65,179501,39793072.35,03-MAY-2021,7250,INE255A01020,
EQ30,EQ,423.5,423.51,423.49,423.5,423.5,424.2,41,17363.48,03-MAY-2021,14,INF754K01EM9,
EQUITAS,EQ,81,82.7,79.7,81.95,81.55,81,774204,62939528.45,03-MAY-2021,8424,INE988K01017,
EQUITASBNK,EQ,55.5,55.55,54.1,54.65,54.95,55.5,558279,30507358.55,03-MAY-2021,3473,INE063P01018,
ERFLNCDI,N3,945,948,945,945.1,945.1,944.5,58,54892.15,03-MAY-2021,8,INE528S07094,
ERFLNCDI,N5,878.05,878.05,878.05,878.05,878.05,877.1,1,878.05,03-MAY-2021,1,INE528S07110,
ERFLNCDI,N6,863.8,865,856,856,856,850,467,401355.91,03-MAY-2021,34,INE528S07128,
ERIS,EQ,601.95,604.95,593.5,596.35,595.25,601.95,35375,21130082.75,03-MAY-2021,3053,INE406M01024,
EROSMEDIA,EQ,20.25,21.65,20.05,21.1,21,20.25,343637,7204902,03-MAY-2021,1985,INE416L01017,
ESABINDIA,EQ,1790,1821,1760,1810,1800,1781.65,5338,9609253.6,03-MAY-2021,1308,INE284A01012,
ESCORTS,EQ,1106.5,1132.1,1100,1127.6,1130,1118.6,1510211,1690554684.3,03-MAY-2021,58236,INE042A01014,
ESSARSHPNG,EQ,8.2,8.2,7.8,7.9,7.9,8,82329,657435.55,03-MAY-2021,332,INE122M01019,
ESTER,EQ,148,151.35,142.45,147.65,148.25,146.4,695348,102417355,03-MAY-2021,10545,INE778B01029,
EUROMULTI,BZ,0.9,0.9,0.85,0.85,0.85,0.9,11338,9732.8,03-MAY-2021,22,INE063J01011,
EVEREADY,EQ,287,300,287,298.25,295.15,294.55,198864,58560985.65,03-MAY-2021,3475,INE128A01029,
EVERESTIND,EQ,318.95,333.7,313.35,328,326.2,318,126829,41407903.5,03-MAY-2021,4184,INE295A01018,
EXCEL,EQ,2,2,2,2,2,1.95,14614,29228,03-MAY-2021,11,INE688J01015,
EXCELINDUS,EQ,883,925,871.3,908,908,885.65,53234,48352660.75,03-MAY-2021,5099,INE369A01029,
EXIDEIND,EQ,178.2,184.8,177.25,181.7,182.25,177.95,6242566,1137480494.6,03-MAY-2021,48669,INE302A01020,
EXPLEOSOL,EQ,537.3,550,532.5,539.4,539.7,539.5,12199,6608687.35,03-MAY-2021,1661,INE201K01015,
FACT,EQ,108.35,115.5,106,113.25,113.55,109.25,468656,52762450.9,03-MAY-2021,7485,INE188A01015,
FAIRCHEMOR,EQ,744,768,722.8,762.4,765,731.5,37520,28139493.25,03-MAY-2021,1447,INE0DNW01011,
FCL,EQ,71.7,79,67.2,79,79,71.85,3289536,256320663.55,03-MAY-2021,14348,INE045J01026,
FCONSUMER,EQ,7,7.15,6.95,7.05,7.05,6.95,3631981,25552270.8,03-MAY-2021,2293,INE220J01025,
FCSSOFT,EQ,0.7,0.7,0.65,0.65,0.7,0.7,1358028,920877.15,03-MAY-2021,981,INE512B01022,
FDC,EQ,304,310.9,303.8,309.9,310.3,304.1,183731,56595611.6,03-MAY-2021,3452,INE258B01022,
FEDERALBNK,EQ,79.5,80.6,77.2,79.85,80.4,80.1,24276048,1911952604,03-MAY-2021,55846,INE171A01029,
FEL,EQ,9.75,9.75,9.4,9.55,9.55,9.65,570005,5467635.1,03-MAY-2021,973,INE623B01027,
FELDVR,EQ,13.15,13.3,12.7,12.9,12.9,13.1,53810,693556,03-MAY-2021,214,IN9623B01058,
FELIX,SM,44.75,44.75,44.75,44.75,44.75,43.5,4000,179000,03-MAY-2021,1,INE901X01013,
FIEMIND,EQ,596.2,597,583.95,590.5,593,596.2,28869,17038009.7,03-MAY-2021,1723,INE737H01014,
FILATEX,EQ,93,97.95,90.1,93.85,93.25,93.1,4254724,404207795.4,03-MAY-2021,32060,INE816B01027,
FINCABLES,EQ,363.95,363.95,359,362.1,362,361.75,202695,73257365.9,03-MAY-2021,2543,INE235A01022,
FINEORG,EQ,2880.15,2931.5,2857.05,2863.05,2862.85,2862.7,83026,239442749.75,03-MAY-2021,9056,INE686Y01026,
FINPIPE,EQ,150,158,149.4,157.15,158,151.25,1107577,172802082.45,03-MAY-2021,17083,INE183A01024,
FLEXITUFF,EQ,22.45,23.25,22.4,22.8,22.8,22.15,5707,132316.15,03-MAY-2021,43,INE060J01017,
FLFL,EQ,58,59.95,58,58.75,59.2,58.85,121965,7157705.3,03-MAY-2021,1083,INE452O01016,
FLUOROCHEM,EQ,798.55,828,785.55,805.45,804,798.55,223757,181665961.55,03-MAY-2021,15833,INE09N301011,
FMGOETZE,EQ,290.05,304.6,289,301.8,303.55,291.9,1138083,341440055.55,03-MAY-2021,15779,INE529A01010,
FMNL,EQ,16.2,16.2,15.4,15.55,15.4,15.95,30352,473481.15,03-MAY-2021,204,INE360L01017,
FORCEMOT,EQ,1112,1143.8,1109.95,1118.85,1117,1113.75,14598,16397763.55,03-MAY-2021,2092,INE451A01017,
FORTIS,EQ,214,228.4,213.3,223.9,225.15,210.7,16074527,3574526527.05,03-MAY-2021,100113,INE061F01013,
FOSECOIND,EQ,1323.05,1398,1323,1389.4,1395,1328.9,5441,7505541.4,03-MAY-2021,750,INE519A01011,
FRETAIL,EQ,51.75,52.4,50.35,51.5,52,51.1,1974902,100766343.05,03-MAY-2021,14868,INE752P01024,
FSC,EQ,79.35,82,75.5,78.45,78,79.3,77245,6049930.25,03-MAY-2021,1107,INE935Q01015,
FSL,EQ,113.8,124.85,112.1,123.4,123.35,112.8,9440337,1125718193.65,03-MAY-2021,52452,INE684F01012,
G5,EQ,48.13,48.19,48.13,48.18,48.18,48.18,315,15171.28,03-MAY-2021,13,INF247L01AK4,
GABRIEL,EQ,105.05,106.65,104.15,105.05,105.2,106.2,131901,13895781.95,03-MAY-2021,2972,INE524A01029,
GAEL,EQ,150.3,172.7,148.6,169.45,169.8,150.25,6420220,1049490974.8,03-MAY-2021,45682,INE036B01030,
GAIL,EQ,136.1,138.2,134.65,137.5,137.4,137.2,7454391,1019685047.1,03-MAY-2021,34005,INE129A01019,
GAL,EQ,2.25,2.25,2.15,2.25,2.25,2.15,78484,174066.65,03-MAY-2021,208,INE482J01021,
GALAXYSURF,EQ,2912,2970,2875.55,2897.9,2900,2922.15,31441,91980422.65,03-MAY-2021,6639,INE600K01018,
GALLANTT,EQ,53.95,63.95,51.65,58.45,58,53.7,744102,44381876.45,03-MAY-2021,5679,INE297H01019,
GALLISPAT,EQ,42,47.45,41.1,46.35,46.8,42.1,355015,16175022.15,03-MAY-2021,2710,INE528K01029,
GAMMNINFRA,EQ,0.7,0.75,0.7,0.7,0.75,0.7,772698,546310.45,03-MAY-2021,510,INE181G01025,
GANDHITUBE,EQ,308.85,310.45,300,302.6,304.35,303.8,16266,4955147.85,03-MAY-2021,1231,INE524B01027,
GANECOS,EQ,588,589.9,566.1,570.95,570,593,25283,14585338.7,03-MAY-2021,1527,INE845D01014,
GANESHHOUC,EQ,68.1,74,66.75,72.8,73.1,70.2,107004,7540689.85,03-MAY-2021,970,INE460C01014,
GANGAFORGE,SM,51,54.2,51,54.1,54.2,52.75,32000,1706800,03-MAY-2021,4,INE691Z01015,
GANGESSECU,EQ,62.8,69.8,62.7,65.5,65.8,63.25,49089,3217298.3,03-MAY-2021,361,INE335W01016,
GANGOTRI,BE,0.65,0.65,0.6,0.6,0.6,0.65,1698,1054.35,03-MAY-2021,5,INE670B01028,
GARFIBRES,EQ,2626,2700,2607.05,2682.45,2690,2621,16906,45189971.75,03-MAY-2021,3879,INE276A01018,
GATI,EQ,96.45,101.85,95.6,100.7,101,95.6,1024489,102116175.95,03-MAY-2021,10095,INE152B01027,
GAYAHWS,EQ,0.6,0.6,0.55,0.6,0.55,0.6,162100,93467.8,03-MAY-2021,101,INE287Z01012,
GAYAPROJ,EQ,27.75,31.9,27.75,30.1,30.15,28.2,1375863,41629454.6,03-MAY-2021,5832,INE336H01023,
GBGLOBAL,EQ,6.85,7.15,6.75,6.8,6.8,6.9,1215,8369.9,03-MAY-2021,22,INE087J01028,
GDL,EQ,209,242,207.35,230.5,231.5,203.3,2881406,664778671.05,03-MAY-2021,45764,INE852F01015,
GEECEE,EQ,101.85,111.9,100.9,108.45,108.8,101.85,25240,2737387.8,03-MAY-2021,496,INE916G01016,
GEEKAYWIRE,EQ,75.25,76.9,72.1,75.1,76.9,75,8286,619524.05,03-MAY-2021,525,INE669X01016,
GENCON,EQ,44.7,44.7,42.3,42.35,44.05,44.05,1379,59542.45,03-MAY-2021,40,INE854S01022,
GENESYS,EQ,109,112,103.6,105.5,104.2,108.55,19952,2117321.85,03-MAY-2021,281,INE727B01026,
GENUSPAPER,EQ,7.2,7.45,7.2,7.3,7.3,7.3,63808,467630.4,03-MAY-2021,173,INE949P01018,
GENUSPOWER,EQ,46,50.3,45.2,49.45,49.95,46.15,368460,17765171.35,03-MAY-2021,3571,INE955D01029,
GEOJITFSL,EQ,51,53.4,50.55,52.95,53.4,51.8,291419,15274005.6,03-MAY-2021,4101,INE007B01023,
GEPIL,EQ,255.15,261.65,255.15,258.45,258,259.9,41171,10648531,03-MAY-2021,1388,INE878A01011,
GESHIP,EQ,314.7,333,311.05,326.7,329.95,314.9,1401091,457542437.25,03-MAY-2021,15876,INE017A01032,
GET&D,EQ,116,121.3,113,118.7,119,114.95,90281,10497487.75,03-MAY-2021,1871,INE200A01026,
GFLLIMITED,EQ,68.55,70.35,68.55,70,70.1,70.1,21884,1528872.4,03-MAY-2021,435,INE538A01037,
GFSTEELS,EQ,1.9,1.9,1.9,1.9,1.9,1.95,1680,3192,03-MAY-2021,4,INE534A01028,
GHCL,EQ,239.8,243.65,238.15,241.15,241,236,389757,94218135.45,03-MAY-2021,6764,INE539A01019,
GICHSGFIN,EQ,112.15,114.3,112.15,113.2,113.2,113.25,129347,14677855.7,03-MAY-2021,1972,INE289B01019,
GICL,SM,21.5,21.5,21.5,21.5,21.5,21.75,7500,161250,03-MAY-2021,1,INE947T01014,
GICRE,EQ,205.2,209.55,202.3,204.75,204.9,204.75,485659,99855955.8,03-MAY-2021,9440,INE481Y01014,
GILLANDERS,EQ,37.7,40.25,37.7,39,39.9,38.55,25467,994233.15,03-MAY-2021,104,INE047B01011,
GILLETTE,EQ,5467.2,5509,5435.9,5451.8,5449,5492.8,3221,17576765.75,03-MAY-2021,1202,INE322A01010,
GINNIFILA,EQ,22.3,23.3,22.25,23,23.3,21.8,225966,5151933.7,03-MAY-2021,1067,INE424C01010,
GIPCL,EQ,74.95,76.65,74.6,76.4,76.5,75.4,173937,13200126.1,03-MAY-2021,2051,INE162A01010,
GKWLIMITED,EQ,525.9,528.9,510,521.4,524.2,526.55,983,511410.1,03-MAY-2021,291,INE528A01020,
GLAND,EQ,2805.15,2836,2720,2743.7,2730,2781.55,148728,414092428.6,03-MAY-2021,17377,INE068V01023,
GLAXO,EQ,1455,1466.2,1446,1459.05,1451.8,1458.9,16406,23884532.85,03-MAY-2021,1934,INE159A01016,
GLENMARK,EQ,577,586.5,572.1,577.8,577.2,576.8,3033484,1752589814.75,03-MAY-2021,44491,INE935A01035,
GLFL,EQ,1.95,2.05,1.95,2.05,2.05,2.05,1811,3531.55,03-MAY-2021,8,INE540A01017,
GLOBAL,EQ,47.5,47.5,45.5,46.75,47.1,46.15,12613,589773.6,03-MAY-2021,211,INE291W01011,
GLOBALVECT,BZ,43.5,43.5,41,43.5,43.5,41.45,21469,932563,03-MAY-2021,101,INE792H01019,
GLOBUSSPR,EQ,319.2,332.85,315.85,328.05,326.5,320.65,150308,48863836.85,03-MAY-2021,4647,INE615I01010,
GMBREW,EQ,396,407,392.6,402.35,402,394.25,26079,10428585.15,03-MAY-2021,1059,INE075D01018,
GMDCLTD,EQ,60.9,62.35,60.15,61.15,61.05,58.8,6445783,394429391.1,03-MAY-2021,26470,INE131A01031,
GMMPFAUDLR,EQ,4151,4256,4110.6,4200.6,4200,4154.8,28702,120647068.15,03-MAY-2021,5966,INE541A01023,
GMRINFRA,EQ,22.65,23.6,22.55,23.4,23.3,22.95,16665795,384026569.8,03-MAY-2021,31783,INE776C01039,
GNA,EQ,381.8,381.8,371,372.8,373.45,382.15,54184,20290779.75,03-MAY-2021,2695,INE934S01014,
GNFC,EQ,361,379.8,358.65,376.7,376.25,361.85,1830489,681009421.55,03-MAY-2021,26825,INE113A01013,
GOACARBON,EQ,312,319.85,311.35,317.55,316.9,314.6,21190,6713977.8,03-MAY-2021,748,INE426D01013,
GOCLCORP,EQ,202.2,206.9,201,204.95,205,200.85,26451,5421499.2,03-MAY-2021,327,INE077F01035,
GODFRYPHLP,EQ,861,868.65,856.2,861.5,863,861.9,16517,14236421.05,03-MAY-2021,1342,INE260B01028,
GODHA,BE,40.95,45.1,40.95,44.5,44.5,43.1,178,7774.1,03-MAY-2021,18,INE925Y01010,
GODREJAGRO,EQ,498,505,494.25,500.05,500.25,499.35,68798,34397662.7,03-MAY-2021,2941,INE850D01014,
GODREJCP,EQ,690,713.15,687.6,709.05,709,691.75,736682,520084202.65,03-MAY-2021,20269,INE102D01028,
GODREJIND,EQ,510,510,505,505.65,505.75,509.95,37957,19228646.1,03-MAY-2021,1965,INE233A01035,
GODREJPROP,EQ,1335.55,1357,1300,1309.7,1313.75,1368.35,1058171,1396105620.6,03-MAY-2021,33626,INE484J01027,
GOENKA,BZ,1.5,1.5,1.4,1.4,1.45,1.45,513489,724271.15,03-MAY-2021,137,INE516K01024,
GOKEX,EQ,90.95,96.3,90.95,94.35,94.85,90.95,734851,69199079,03-MAY-2021,9101,INE887G01027,
GOKUL,EQ,17.85,19.95,17.85,19.7,19.8,18.3,83731,1600965.9,03-MAY-2021,612,INE020J01029,
GOKULAGRO,EQ,22.15,23.8,21.6,23,23.1,22.15,246171,5643457.15,03-MAY-2021,1450,INE314T01025,
GOLDBEES,EQ,41.7,41.7,40.66,40.69,40.74,40.59,2303248,93928899.19,03-MAY-2021,20248,INF204KB17I5,
GOLDENTOBC,EQ,41.05,43.55,40.8,43.1,43.25,41.95,10362,433271.05,03-MAY-2021,167,INE973A01010,
GOLDIAM,EQ,362,385,361.8,372.95,370,359.5,142737,53197016.8,03-MAY-2021,4029,INE025B01017,
GOLDSHARE,EQ,42.05,42.15,41.65,41.8,41.95,41.65,104064,4360090.65,03-MAY-2021,712,INF789F1AUX7,
GOLDTECH,EQ,9.9,9.9,9.15,9.5,9.5,9.6,38669,363874.75,03-MAY-2021,174,INE805A01014,
GOODLUCK,EQ,92.05,97.25,90.1,95.2,95.05,92.45,302033,28713177.85,03-MAY-2021,3579,INE127I01024,
GOODYEAR,EQ,892.25,908.25,882,900.75,900,906.35,3301,2968362.5,03-MAY-2021,468,INE533A01012,
GPIL,EQ,953,1081.1,951,984.2,995,934.25,404839,407341974.6,03-MAY-2021,21395,INE177H01013,
GPPL,EQ,92,94.65,91.5,94.15,94,92.2,740018,69351888.35,03-MAY-2021,10753,INE517F01014,
GPTINFRA,EQ,39.85,40,38.35,39.65,39.75,39.3,17699,698000.95,03-MAY-2021,242,INE390G01014,
GRANULES,EQ,331.2,345.7,330.9,341.05,341,333.7,5169586,1758233230.85,03-MAY-2021,60269,INE101D01020,
GRAPHITE,EQ,727,753.65,721.05,745.05,741,732.4,2398304,1771456035.25,03-MAY-2021,50188,INE371A01025,
GRASIM,EQ,1396.6,1425.05,1374.25,1414.55,1414,1401.75,1786884,2510187105.9,03-MAY-2021,63547,INE047A01021,
GRAVITA,EQ,94.55,97.7,93.05,95.5,95.25,95.4,138819,13270176.15,03-MAY-2021,1795,INE024L01027,
GREAVESCOT,EQ,144,154,142,149.55,149,145.35,3138235,469757075.4,03-MAY-2021,26140,INE224A01026,
GREENLAM,EQ,1077.5,1086.25,1035,1043.95,1044,1078.05,3900,4096635.55,03-MAY-2021,561,INE544R01013,
GREENPANEL,EQ,233.9,239.45,232.1,235.5,235.1,232.4,526611,123774986.5,03-MAY-2021,12265,INE08ZM01014,
GREENPLY,EQ,198,202.15,197.55,199.95,200.05,201,579162,115854272.05,03-MAY-2021,5074,INE461C01038,
GREENPOWER,EQ,2,2,1.95,2,2,2,794886,1572204.85,03-MAY-2021,728,INE999K01014,
GRINDWELL,EQ,928,928,910,922.3,920.1,915.9,38742,35632407.5,03-MAY-2021,1531,INE536A01023,
GROBTEA,EQ,770.95,831.5,766,831.5,831.5,791.95,1561,1273774.5,03-MAY-2021,494,INE646C01018,
GRPLTD,EQ,832.55,870,804.6,817.7,818,815.85,4560,3714255.3,03-MAY-2021,1087,INE137I01015,
GRSE,EQ,175.5,177.9,173.65,174.2,174.25,175.5,186178,32702777.55,03-MAY-2021,6985,INE382Z01011,
GSCLCEMENT,EQ,34.5,36.7,34.3,36.2,36.25,35,239809,8638291.8,03-MAY-2021,2212,INE542A01039,
GSFC,EQ,94,95.4,93.2,94.45,94.05,94.45,1120860,105508028.3,03-MAY-2021,7231,INE026A01025,
GSPL,EQ,270.1,274,269.1,272.15,272.5,269.65,384167,104531601.3,03-MAY-2021,4574,INE246F01010,
GSS,EQ,69.5,76.4,69,71.45,71.5,67.75,1132628,83242096.05,03-MAY-2021,9522,INE871H01011,
GTL,EQ,5.5,5.5,5.35,5.5,5.5,5.45,63452,345709.35,03-MAY-2021,247,INE043A01012,
GTLINFRA,EQ,0.65,0.7,0.65,0.7,0.7,0.65,10378945,6990055.25,03-MAY-2021,3029,INE221H01019,
GTNTEX,EQ,5.3,5.3,5.3,5.3,5.3,5.3,1,5.3,03-MAY-2021,1,INE302H01017,
GTPL,EQ,129,137.35,127.75,132.25,133.8,129,105197,13946768.65,03-MAY-2021,1566,INE869I01013,
GUFICBIO,EQ,135.9,146.3,135.9,140.8,140,136.85,1163571,165641135.75,03-MAY-2021,15081,INE742B01025,
GUJALKALI,EQ,405,434.45,405,425.65,425.95,412.15,625250,265210145,03-MAY-2021,12735,INE186A01019,
GUJAPOLLO,EQ,212.7,217,209.4,213.3,211.55,209.45,4721,1002809.3,03-MAY-2021,206,INE826C01016,
GUJGASLTD,EQ,530,538.95,523.3,532.35,533.05,530.95,768297,407581743.15,03-MAY-2021,18474,INE844O01030,
GUJRAFFIA,BE,41.85,42,40.35,41.7,42,42.45,685,27714,03-MAY-2021,22,INE610B01024,
GULFOILLUB,EQ,716,716,691.05,702.15,700.1,707.2,12683,8914532.25,03-MAY-2021,1014,INE635Q01029,
GULFPETRO,EQ,43.1,45.7,42.35,45.1,45.4,43,220903,9824532.55,03-MAY-2021,1754,INE586G01017,
GULPOLY,EQ,150.6,159.75,149.1,155.95,158,150.6,181223,28202366.75,03-MAY-2021,3099,INE255D01024,
GVKPIL,BZ,1.8,1.9,1.8,1.9,1.9,1.85,5996011,10970609.2,03-MAY-2021,2183,INE251H01024,
HAL,EQ,955.7,956.95,942,952.8,952.5,957.25,137492,130303437.1,03-MAY-2021,6643,INE066F01012,
HAPPSTMNDS,EQ,719,757.8,718.8,751,754,724.45,5260024,3931440031.2,03-MAY-2021,100597,INE419U01012,
HARRMALAYA,EQ,158.75,174,156.7,170.1,170.6,156.45,599406,101135776.55,03-MAY-2021,16247,INE544A01019,
HATHWAY,EQ,23.1,24,22.85,23.7,23.75,23.45,6372511,150112038.55,03-MAY-2021,7766,INE982F01036,
HATSUN,EQ,793,846,772.3,838.1,838.8,796.45,251027,208139856.65,03-MAY-2021,9164,INE473B01035,
HAVELLS,EQ,984.9,1008,970,1004.7,1006,990.25,1361391,1346445660.7,03-MAY-2021,32445,INE176B01034,
HAVISHA,BE,0.8,0.8,0.75,0.75,0.8,0.8,61491,48000.1,03-MAY-2021,84,INE293B01029,
HBANKETF,EQ,320.65,325.82,320.46,324.29,325.18,328.32,8165,2636288.41,03-MAY-2021,209,INF179KC1AN8,
HBLPOWER,EQ,35.4,35.4,33.8,34.5,34.4,34.85,605144,20793272.15,03-MAY-2021,3784,INE292B01021,
HBSL,EQ,16.35,16.5,15.65,16.1,15.65,16.3,6372,102329.35,03-MAY-2021,73,INE550B01022,
HCC,EQ,7.65,7.8,7.55,7.7,7.75,7.65,1435881,11035644.85,03-MAY-2021,1479,INE549A01026,
HCG,EQ,182,197.7,180.9,194,193,177.6,264482,50035677.7,03-MAY-2021,5315,INE075I01017,
HCL-INSYS,EQ,8.85,8.9,8.7,8.8,8.8,8.75,343719,3029782.5,03-MAY-2021,1096,INE236A01020,
HCLTECH,EQ,898.75,910.45,891,907.7,909.9,898.95,6871176,6207872991.15,03-MAY-2021,192077,INE860A01027,
HDFC,EQ,2365,2432.95,2365,2418.5,2423.8,2420.1,2984938,7168042527.55,03-MAY-2021,144750,INE001A01036,
HDFC,W3,715,745,706.1,744.25,745,736.1,28200,20435040,03-MAY-2021,46,INE001A13049,
HDFCAMC,EQ,2769.1,2771.85,2735.75,2753.95,2755,2776.35,249016,685995779.55,03-MAY-2021,37677,INE127D01025,
HDFCBANK,EQ,1393,1421.9,1377.3,1414.45,1419,1412.3,11236850,15709945763.35,03-MAY-2021,341238,INE040A01034,
HDFCLIFE,EQ,660,674.5,657.15,671.9,673.7,665.1,4908079,3268991058.95,03-MAY-2021,101245,INE795G01014,
HDFCMFGETF,EQ,42.19,42.19,41.66,41.7,41.79,41.63,568289,23745856.85,03-MAY-2021,1394,INF179KC1981,
HDFCNIFETF,EQ,156,156.16,152.82,155.69,155.82,155.55,14552,2249301.07,03-MAY-2021,451,INF179KC1965,
HDFCSENETF,EQ,529.99,537.9,519,523.67,523.4,524.97,2996,1572360.43,03-MAY-2021,327,INF179KC1973,
HDIL,BZ,4.8,5,4.65,4.9,4.9,4.8,230308,1111997.95,03-MAY-2021,277,INE191I01012,
HEG,EQ,2279,2335,2261,2307.2,2301,2303.1,475308,1094185303.25,03-MAY-2021,29181,INE545A01016,
HEIDELBERG,EQ,237.1,242.4,233.1,240.6,240.2,237.1,256457,61333708.95,03-MAY-2021,7117,INE578A01017,
HEMIPROP,EQ,129,133.75,129,130.25,130,131.45,404027,52895474.4,03-MAY-2021,3821,INE0AJG01018,
HEOFRG1126,MF,10.11,10.13,10.11,10.13,10.13,10.5,10800,109304,03-MAY-2021,3,INF179KC1AH0,
HERANBA,EQ,710.5,742,706.25,731.05,728,715.1,612106,447947769.2,03-MAY-2021,15437,INE694N01015,
HERCULES,EQ,116.15,120,116.15,118.35,118.1,117.05,31788,3747364.95,03-MAY-2021,608,INE688E01024,
HERITGFOOD,EQ,368,368,360,362.5,361.2,367.25,326487,118613071.5,03-MAY-2021,3503,INE978A01027,
HEROMOTOCO,EQ,2779.95,2848,2766.65,2793.25,2792,2819.15,668727,1874558561.7,03-MAY-2021,39589,INE158A01026,
HESTERBIO,EQ,2202,2247.05,2180,2198.75,2191,2223.1,4363,9633630.15,03-MAY-2021,990,INE782E01017,
HEXATRADEX,BE,100.7,103,96.2,102.25,102,99.7,24441,2433609,03-MAY-2021,136,INE750M01017,
HFCL,EQ,27.9,31.6,27.6,30.7,30.95,27.8,25454113,771030573.45,03-MAY-2021,36765,INE548A01028,
HGINFRA,EQ,278.6,295,275.25,289.4,289.05,277.1,128061,36418947.05,03-MAY-2021,4934,INE926X01010,
HGS,EQ,1700,1734.95,1683.1,1709.05,1703,1717.95,25813,44111412.25,03-MAY-2021,2973,INE170I01016,
HIKAL,EQ,265.55,287,264,282,285,265.15,2402166,670330907.4,03-MAY-2021,28318,INE475B01022,
HIL,EQ,3590,3639.85,3534.95,3592.15,3574.8,3609.4,6801,24405798.6,03-MAY-2021,2151,INE557A01011,
HILTON,BE,11.4,11.4,10.85,10.85,10.95,11.4,23541,258321.4,03-MAY-2021,61,INE788H01017,
HIMATSEIDE,EQ,159.3,159.4,153.85,154.95,154.65,156.55,554380,86402317.05,03-MAY-2021,6811,INE049A01027,
HINDALCO,EQ,364.4,373.2,357.65,369.95,370,364.4,15890242,5838278984.1,03-MAY-2021,116737,INE038A01020,
HINDCOMPOS,EQ,262.5,306,260.55,300.55,301.85,263,59966,17591385.1,03-MAY-2021,2733,INE310C01029,
HINDCOPPER,EQ,155,160.7,154,154.8,155,154.8,5923888,931530221.9,03-MAY-2021,55916,INE531E01026,
HINDMOTORS,EQ,6.75,6.8,6.55,6.75,6.75,6.75,52242,349780.9,03-MAY-2021,255,INE253A01025,
HINDNATGLS,EQ,31.5,31.7,30.65,31.25,31.1,31.8,18221,567565.35,03-MAY-2021,279,INE952A01022,
HINDOILEXP,EQ,102,104.4,100,101.85,101.55,101.95,611636,62464600.05,03-MAY-2021,9795,INE345A01011,
HINDPETRO,EQ,232.95,237.1,231,235.85,236,234.65,4030072,946944502.85,03-MAY-2021,40751,INE094A01015,
HINDUNILVR,EQ,2343,2415,2340,2408,2401.6,2353.75,1692239,4052915865.15,03-MAY-2021,80521,INE030A01027,
HINDZINC,EQ,306.15,307.3,296.55,297.7,298,305.1,2004533,603571244.35,03-MAY-2021,29523,INE267A01025,
HIRECT,EQ,122.4,123.95,121,121.65,122.65,122.4,11622,1421031.15,03-MAY-2021,485,INE835D01023,
HISARMETAL,EQ,116.4,122.35,116.05,118.25,118,114.1,66477,7979591.5,03-MAY-2021,1947,INE598C01011,
HITECH,EQ,388,388,363,368,366,370.45,90819,33463768.2,03-MAY-2021,2320,INE106T01017,
HITECHCORP,EQ,144.65,147,141.05,144.35,145.3,144.3,4108,591433.5,03-MAY-2021,187,INE120D01012,
HITECHGEAR,EQ,170.4,180,165.1,172.6,172.95,169.05,47792,8326993.6,03-MAY-2021,1322,INE127B01011,
HLEGLAS,EQ,2620,2743.95,2520,2730.65,2743.95,2613.3,23007,61465632.85,03-MAY-2021,2635,INE461D01010,
HLVLTD,EQ,5.75,5.9,5.75,5.85,5.9,5.75,106075,618652.05,03-MAY-2021,250,INE102A01024,
HMT,BZ,26,27.75,25.25,26.35,27,26.55,12500,329592.3,03-MAY-2021,76,INE262A01018,
HMVL,EQ,60,62,59.65,61.05,61.25,60.95,45841,2775764.05,03-MAY-2021,617,INE871K01015,
HNDFDS,EQ,2057.45,2079.95,2010,2054.1,2040,2057.45,6897,14153844.15,03-MAY-2021,1317,INE254N01018,
HNGSNGBEES,EQ,369,375.1,364,373.41,375.1,366.94,1592,591139.93,03-MAY-2021,124,INF204KB19I1,
