,isin,nse_symbol,nse_series,bse_sc_code,SC_NAME,bse_sc_group,bse_sc_type,yf_nse_symbol
2766,INE932F01015,,,530407,EPIC ENERGY,X,Q,NOT_FOUND_ERROR
2767,INE886B01012,,,530419,SUMEDHA FISC,X,Q,NOT_FOUND_ERROR
2768,INE430F01010,,,530421,KUWER INDS.,XT,Q,NOT_FOUND_ERROR
2769,INE865B01016,,,530427,CHOKSI IMAG,X,Q,NOT_FOUND_ERROR
2770,INE853A01022,,,530431,ADOR FONTECH,X,Q,NOT_FOUND_ERROR
2771,INE960E01019,,,530433,SHIVA FERT.,X,Q,NOT_FOUND_ERROR
2772,INE140C01012,,,530439,SIDDHA VEN,X,Q,NOT_FOUND_ERROR
2773,INE764B01029,,,530445,SUMERU IND,XT,Q,NOT_FOUND_ERROR
2774,INE808A01018,,,530459,VALSON INDUS,X,Q,NOT_FOUND_ERROR
2775,INE440C01016,,,530461,SABOO SODIUM,XT,Q,NOT_FOUND_ERROR
2776,INE015C01016,,,530475,TINNARUBR,X,Q,NOT_FOUND_ERROR
2777,INE337E01010,,,530477,VIKRAM THERM,X,Q,NOT_FOUND_ERROR
2778,INE473C01025,,,530495,STRATMONT,Z,Q,NOT_FOUND_ERROR
2779,INE701G01012,,,530499,A.K.CAPITAL,X,Q,NOT_FOUND_ERROR
2780,INE467D01017,,,530521,VIRAT INDUS.,X,Q,NOT_FOUND_ERROR
2781,INE786J01017,,,530525,SHEETAL DIAM,XT,Q,NOT_FOUND_ERROR
2782,INE390D01011,,,530533,TERAI TEA CO,X,Q,NOT_FOUND_ERROR
2783,INE941E01019,,,530543,MARG LTD,Z,Q,NOT_FOUND_ERROR
2784,INE949B01018,,,530545,COSCO INDIA,X,Q,NOT_FOUND_ERROR
2785,INE132F01020,,,530557,NCL RESEARCH,X,Q,NOT_FOUND_ERROR
2786,INE519D01015,,,530577,LADDERUP FIN,X,Q,NOT_FOUND_ERROR
2787,INE152C01025,,,530579,UYFINCORP,XT,Q,NOT_FOUND_ERROR
2788,INE906L01025,,,530581,EKAM LEASING,X,Q,NOT_FOUND_ERROR
2789,INE691C01014,,,530585,SWASTIK INV,XT,Q,NOT_FOUND_ERROR
2790,INE573B01016,,,530589,PRIMA PLASTI,X,Q,NOT_FOUND_ERROR
2791,INE381G01013,,,530595,TELECANOR,X,Q,NOT_FOUND_ERROR
2792,INE081B01010,,,530609,CARNATION IN,XT,Q,NOT_FOUND_ERROR
2793,INE864E01021,,,530621,AAIL,X,Q,NOT_FOUND_ERROR
2794,INE834D01018,,,530627,VIPULORG,X,Q,NOT_FOUND_ERROR
2795,INE316A01038,,,530643,ECORECO,X,Q,NOT_FOUND_ERROR
2796,INE912B01032,,,530663,GOYAL ASSO.,XT,Q,NOT_FOUND_ERROR
2797,INE812B01026,,,530665,ZENITH HEALT,XT,Q,NOT_FOUND_ERROR
2798,INE035401012,,,530669,PREM SOMANI,XT,Q,NOT_FOUND_ERROR
2799,INE822E01011,,,530677,SUPREME HO,X,Q,NOT_FOUND_ERROR
2800,INE624M01014,,,530689,LYKISLTD,X,Q,NOT_FOUND_ERROR
2801,INE233C01023,,,530695,PRIME PROP,X,Q,NOT_FOUND_ERROR
2802,INE546F01013,,,530697,ZENLABS,X,Q,NOT_FOUND_ERROR
2803,INE144C01014,,,530711,JAGAN LAMPS,X,Q,NOT_FOUND_ERROR
2804,INE229B01015,,,530713,AJEL,Z,Q,NOT_FOUND_ERROR
2805,INE900O01014,,,530733,NOVAPUBLIC,X,Q,NOT_FOUND_ERROR
2806,INE897A01011,,,530735,SUPER BAKERS,X,Q,NOT_FOUND_ERROR
2807,INE812S01012,,,530741,OVOBEL FOODS,P,Q,NOT_FOUND_ERROR
2808,INE715D01019,,,530755,CORAL NEWSPR,XT,Q,NOT_FOUND_ERROR
2809,INE929C01018,,,530771,KLG CAPITAL,X,Q,NOT_FOUND_ERROR
2810,INE287D01019,,,530777,INFRA INDUS.,Z,Q,NOT_FOUND_ERROR
2811,INE055O01025,,,530787,INLAND PRINT,X,Q,NOT_FOUND_ERROR
2812,INE358C01010,,,530789,CEEJAY FINAN,X,Q,NOT_FOUND_ERROR
2813,INE400N01017,,,530797,SHREE GANES.,XT,Q,NOT_FOUND_ERROR
2814,INE355C01016,,,530809,BNR UDYOG,X,Q,NOT_FOUND_ERROR
2815,INE428C01011,,,530815,REFNOL RESIN,X,Q,NOT_FOUND_ERROR
2816,INE838C01011,,,530821,SSPDL LTD,XT,Q,NOT_FOUND_ERROR
2817,INE789B01018,,,530825,DAIKAFFIL CH,X,Q,NOT_FOUND_ERROR
2818,INE830A01012,,,530829,CIL SECURITS,X,Q,NOT_FOUND_ERROR
2819,INE011B01017,,,530839,CLIO INFOTEC,XT,Q,NOT_FOUND_ERROR
2820,INE199E01014,,,530845,SUNSHIELD CH,X,Q,NOT_FOUND_ERROR
2821,INE345H01016,,,530879,CIFL,X,Q,NOT_FOUND_ERROR
2822,INE366G01022,,,530883,SUPER CROP.,XT,Q,NOT_FOUND_ERROR
2823,INE061B01020,,,530889,ALKA INDIA,XT,Q,NOT_FOUND_ERROR
2824,INE825C01018,,,530897,N.G.IND.LTD.,X,Q,NOT_FOUND_ERROR
2825,INE989E01018,,,530915,J.R.FOODS,XT,Q,NOT_FOUND_ERROR
2826,INE357B01022,,,530951,RAMINFO,X,Q,NOT_FOUND_ERROR
2827,INE224D01012,,,530953,SUNIL AGRO F,X,Q,NOT_FOUND_ERROR
2828,INE012E01035,,,530959,DIANA TEA CO,X,Q,NOT_FOUND_ERROR
2829,INE042C01010,,,530973,ALFA ICA (I),XT,Q,NOT_FOUND_ERROR
2830,INE260E01014,,,530977,SKCIL,XT,Q,NOT_FOUND_ERROR
2831,INE274E01015,,,530979,INDIA HOME,X,Q,NOT_FOUND_ERROR
2832,INE443C01010,,,530991,ROOPA INDUS,X,Q,NOT_FOUND_ERROR
2833,INE333E01019,,,530997,UNIQUE ORGAN,X,Q,NOT_FOUND_ERROR
2834,INE309H01020,,,531025,VISAGAR FIN,XT,Q,NOT_FOUND_ERROR
2835,INE823B01015,,,531041,COMPETENT AU,X,Q,NOT_FOUND_ERROR
2836,INE741D01015,,,531049,NEELKANTH RO,Z,Q,NOT_FOUND_ERROR
2837,INE153C01015,,,531051,VINTAGE SECU,X,Q,NOT_FOUND_ERROR
2838,INE080G01011,,,531067,CONTIL I LTD,X,Q,NOT_FOUND_ERROR
2839,INE362D01010,,,531069,VIJAY SOLVEX,XT,Q,NOT_FOUND_ERROR
2840,INE876E01033,,,531083,NIHAR INFO,XT,Q,NOT_FOUND_ERROR
2841,INE858C01027,,,531091,UNITED CRED.,X,Q,NOT_FOUND_ERROR
2842,INE396H01019,,,531099,RUBRA MEDICA,XT,Q,NOT_FOUND_ERROR
2843,INE561M01018,,,531109,ISHAN DYES,X,Q,NOT_FOUND_ERROR
2844,INE538G01018,,,531111,GOTHI PLASCO,P,Q,NOT_FOUND_ERROR
2845,INE011E01029,,,531112,BALUFORGE,X,Q,NOT_FOUND_ERROR
2846,INE635D01027,,,531129,INANI MARBLE,X,Q,NOT_FOUND_ERROR
2847,INE503D01027,,,531137,GEMSTONE INV,X,Q,NOT_FOUND_ERROR
2848,INE646B01010,,,531146,MEDICAMEN BI,X,Q,NOT_FOUND_ERROR
2849,INE601F01016,,,531155,EPSOM PRO,X,Q,NOT_FOUND_ERROR
2850,INE660B01011,,,531158,CATVISION,XT,Q,NOT_FOUND_ERROR
2851,INE850B01026,,,531161,ABM KNOWLEDG,X,Q,NOT_FOUND_ERROR
2852,INE971L01029,,,531163,KEMISTAR,X,Q,NOT_FOUND_ERROR
2853,INE709B01016,,,531169,SKP SECURE.,X,Q,NOT_FOUND_ERROR
2854,INE569D01028,,,531172,PRANAV.SPIN,X,Q,NOT_FOUND_ERROR
2855,INE121D01036,,,531173,SYSCHEM (I),X,Q,NOT_FOUND_ERROR
2856,INE186C01015,,,531176,MEFCOM CAPIT,X,Q,NOT_FOUND_ERROR
2857,INE290M01022,,,531192,MIDINFRA,XT,Q,NOT_FOUND_ERROR
2858,INE041F01015,,,531198,DHANADACOL,XT,Q,NOT_FOUND_ERROR
2859,INE024F01011,,,531201,SHILCHAR TEC,X,Q,NOT_FOUND_ERROR
2860,INE819G01012,,,531203,BRAND REAL,XT,Q,NOT_FOUND_ERROR
2861,INE005C01017,,,531215,RTS POWER CO,X,Q,NOT_FOUND_ERROR
2862,INE819A01031,,,531216,COMFORT INTE,X,Q,NOT_FOUND_ERROR
2863,INE364D01032,,,531223,ANJANI SYNT.,X,Q,NOT_FOUND_ERROR
2864,INE547B01028,,,531225,XTGLOBAL,X,Q,NOT_FOUND_ERROR
2865,INE821D01031,,,531228,RANDER CORP.,X,Q,NOT_FOUND_ERROR
2866,INE822D01021,,,531233,RASI ELECTRO,X,Q,NOT_FOUND_ERROR
2867,INE962E01015,,,531234,VICTORY PAPR,X,Q,NOT_FOUND_ERROR
2868,INE723N01012,,,531246,PRIMA IND.,XT,Q,NOT_FOUND_ERROR
2869,INE342D01012,,,531253,INDIA GELAT.,X,Q,NOT_FOUND_ERROR
2870,INE031G01014,,,531254,OPTIFIN,XT,Q,NOT_FOUND_ERROR
2871,INE015E01012,,,531255,PARAGON FIN.,X,Q,NOT_FOUND_ERROR
2872,INE530D01012,,,531257,PRATIKSHA CH,X,Q,NOT_FOUND_ERROR
2873,INE328F01016,,,531259,ESHAMEDIA,XT,Q,NOT_FOUND_ERROR
2874,INE332F01018,,,531260,SUNEDISON,XT,Q,NOT_FOUND_ERROR
2875,INE151B01011,,,531268,B2B SOFT.,XT,Q,NOT_FOUND_ERROR
2876,INE986B01036,,,531273,RADHE DEVLOP,X,Q,NOT_FOUND_ERROR
2877,INE785D01012,,,531278,ELIXIR,X,Q,NOT_FOUND_ERROR
2878,INE807H01023,,,531281,P.G.IND.LTD.,XT,Q,NOT_FOUND_ERROR
2879,INE896D01017,,,531287,NAT PLASTIC,X,Q,NOT_FOUND_ERROR
2880,INE643C01015,,,531289,NATFIT,X,Q,NOT_FOUND_ERROR
2881,INE885B01014,,,531297,ARTEFACT PR,X,Q,NOT_FOUND_ERROR
2882,INE590D01016,,,531306,DHP INDIA LT,X,Q,NOT_FOUND_ERROR
2883,INE951M01037,,,531307,RRIL,X,Q,NOT_FOUND_ERROR
2884,INE325G01010,,,531310,AVAILABLE FI,X,Q,NOT_FOUND_ERROR
2885,INE366H01012,,,531314,INTEGRA CAP.,X,Q,NOT_FOUND_ERROR
2886,INE500D01015,,,531346,EASTERN TRED,XT,Q,NOT_FOUND_ERROR
2887,INE102B01014,,,531358,CHOICE INT.,X,Q,NOT_FOUND_ERROR
2888,INE777G01012,,,531359,SHRIRAM ASSE,XT,Q,NOT_FOUND_ERROR
2889,INE405H01018,,,531380,CENTENIAL SU,X,Q,NOT_FOUND_ERROR
2890,INE890B01014,,,531390,UPSURGE INV.,XT,Q,NOT_FOUND_ERROR
2891,INE679C01027,,,531398,SOURCENTRL,X,Q,NOT_FOUND_ERROR
2892,INE281M01013,,,531402,LWS KNITWEAR,XT,Q,NOT_FOUND_ERROR
2893,INE560D01027,,,531411,TUNI TEXTILE,XT,Q,NOT_FOUND_ERROR
2894,INE576N01014,,,531412,RADIX IND,XT,Q,NOT_FOUND_ERROR
2895,INE516D01011,,,531413,KIRAN PRINT,X,Q,NOT_FOUND_ERROR
2896,INE603F01012,,,531416,NARENDRA PRO,X,Q,NOT_FOUND_ERROR
2897,INE804B01023,,,531417,MEGA CORPN.,XT,Q,NOT_FOUND_ERROR
2898,INE101C01022,,,531429,ADVENT COMP.,XT,Q,NOT_FOUND_ERROR
2899,INE474D01013,,,531436,SAFFRON IND,XT,Q,NOT_FOUND_ERROR
2900,INE523I01016,,,531437,PWASML,X,Q,NOT_FOUND_ERROR
2901,INE192H01012,,,531449,GRM OVERSEAS,X,Q,NOT_FOUND_ERROR
2902,INE323D01020,,,531454,POLYLINK POL,X,Q,NOT_FOUND_ERROR
2903,INE952C01028,,,531456,MINAXI TEXT.,X,Q,NOT_FOUND_ERROR
2904,INE397G01019,,,531471,DUKE OFFSHOR,X,Q,NOT_FOUND_ERROR
2905,INE084D01010,,,531489,CG-VAK SOFTW,X,Q,NOT_FOUND_ERROR
2906,INE268H01010,,,531494,NAVKAR BUILD,XT,Q,NOT_FOUND_ERROR
2907,INE680D01015,,,531496,OMKAR OVERSE,XT,Q,NOT_FOUND_ERROR
2908,INE080D01042,,,531499,SYBLY INDS.,XT,Q,NOT_FOUND_ERROR
2909,INE404L01039,,,531502,ESAAR (I)LTD,X,Q,NOT_FOUND_ERROR
2910,INE866D01010,,,531503,MARIS SPIN.,XT,Q,NOT_FOUND_ERROR
2911,INE561E01015,,,531506,SHUKR BULL,X,Q,NOT_FOUND_ERROR
2912,INE735D01033,,,531515,MAHAN IND.,X,Q,NOT_FOUND_ERROR
2913,INE849B01010,,,531525,ACE SOFTWARE,X,Q,NOT_FOUND_ERROR
2914,INE578B01015,,,531533,E.COM INFOTE,XT,Q,NOT_FOUND_ERROR
2915,INE864D01015,,,531539,RISHABH DIGH,X,Q,NOT_FOUND_ERROR
2916,INE392G01010,,,531540,MARUTI INFRA,X,Q,NOT_FOUND_ERROR
2917,INE881A01015,,,531541,KOBO,Z,Q,NOT_FOUND_ERROR
2918,INE754B01012,,,531552,RAGHUNATH TO,XT,Q,NOT_FOUND_ERROR
2919,INE723K01018,,,531568,ASHUTOSH PAP,XT,Q,NOT_FOUND_ERROR
2920,INE455C01014,,,531585,DEVINE IMPE,XT,Q,NOT_FOUND_ERROR
2921,INE802A01037,,,531591,BAMPSL SECUR,XT,Q,NOT_FOUND_ERROR
2922,INE861N01036,,,531592,GENPHARMA,X,Q,NOT_FOUND_ERROR
2923,INE792J01015,,,531608,GORANI INDUS,X,Q,NOT_FOUND_ERROR
2924,INE902G01016,,,531609,KG PETROCHEM,XT,Q,NOT_FOUND_ERROR
2925,INE157B01026,,,531621,CENTERAC,XT,Q,NOT_FOUND_ERROR
2926,INE722B01019,,,531637,PRAVEG,X,Q,NOT_FOUND_ERROR
2927,INE713C01016,,,531638,SURAJ LTD,X,Q,NOT_FOUND_ERROR
2928,INE987M01023,,,531648,MAHAVIRIND,XT,Q,NOT_FOUND_ERROR
2929,INE454E01013,,,531658,TRIJAL IND.,X,Q,NOT_FOUND_ERROR
2930,INE117K01013,,,531667,RRMETAL,X,Q,NOT_FOUND_ERROR
2931,INE661D01015,,,531668,VISION CORPO,XT,Q,NOT_FOUND_ERROR
2932,INE224C01014,,,531672,INANI SEC.,XT,Q,NOT_FOUND_ERROR
2933,INE067C01025,,,531673,ANKA INDIA,X,Q,NOT_FOUND_ERROR
2934,INE621B01021,,,531688,PRITHVIEXCH,X,Q,NOT_FOUND_ERROR
2935,INE593B01030,,,531692,KHYATI MULTI,XT,Q,NOT_FOUND_ERROR
2936,INE414D01019,,,531719,BHAGIRA.CHEM,X,Q,NOT_FOUND_ERROR
2937,INE316G01019,,,531726,PANCHSHEEL O,XT,Q,NOT_FOUND_ERROR
2938,INE650G01029,,,531727,MENON PISTON,X,Q,NOT_FOUND_ERROR
2939,INE414C01029,,,531737,GREENCREST,X,Q,NOT_FOUND_ERROR
2940,INE509C01026,,,531739,GENNEX LAB,X,Q,NOT_FOUND_ERROR
2941,INE703D01023,,,531752,SUN TECHNO,XT,Q,NOT_FOUND_ERROR
2942,INE131D01019,,,531758,G.K.CONSULT.,X,Q,NOT_FOUND_ERROR
2943,INE576D01015,,,531762,UNJHA FORMUL,XT,Q,NOT_FOUND_ERROR
2944,INE059E01010,,,531778,KACHCHHMIN,X,Q,NOT_FOUND_ERROR
2945,INE469F01026,,,531784,KCLINFRA,XT,Q,NOT_FOUND_ERROR
2946,INE161E01014,,,531810,METAL COATIN,X,Q,NOT_FOUND_ERROR
2947,INE266C01023,,,531812,SGN TELECOMS,XT,Q,NOT_FOUND_ERROR
2948,INE297J01023,,,531814,TIRUPATI SAR,X,Q,NOT_FOUND_ERROR
2949,INE513E01024,,,531822,RODIUM,X,Q,NOT_FOUND_ERROR
2950,INE515C01023,,,531842,LAHOTI OVER.,X,Q,NOT_FOUND_ERROR
2951,INE457G01029,,,531859,ORIRAIL,X,Q,NOT_FOUND_ERROR
2952,INE024B01010,,,531861,JOINDRE CAPI,X,Q,NOT_FOUND_ERROR
2953,INE842D01011,,,531862,BHARATAGRI,X,Q,NOT_FOUND_ERROR
2954,INE929K01011,,,531867,UNITECH INTE,X,Q,NOT_FOUND_ERROR
2955,INE433G01012,,,531869,SACHETA MET.,XT,Q,NOT_FOUND_ERROR
2956,INE370C01015,,,531870,POPULAR EST,XT,Q,NOT_FOUND_ERROR
2957,INE283D01018,,,531878,ANJANI FINL,X,Q,NOT_FOUND_ERROR
2958,INE146F01020,,,531881,GMETCOAL,Z,Q,NOT_FOUND_ERROR
2959,INE687C01012,,,531888,REXNORD ELE.,X,Q,NOT_FOUND_ERROR
2960,INE248B01015,,,531893,SAWACA BUSI,X,Q,NOT_FOUND_ERROR
2961,INE778E01031,,,531900,CCL INTER,XT,Q,NOT_FOUND_ERROR
2962,INE587J01027,,,531909,SWAGRUHA,XT,Q,NOT_FOUND_ERROR
2963,INE070B01013,,,531917,TWINSTAR SOF,Z,Q,NOT_FOUND_ERROR
2964,INE956B01013,,,531923,DHAMPURE SGR,X,Q,NOT_FOUND_ERROR
2965,INE545N01019,,,531925,SHANTANU SHE,XT,Q,NOT_FOUND_ERROR
2966,INE595D01015,,,531928,GOLDEN CARPE,X,Q,NOT_FOUND_ERROR
2967,INE214B01017,,,531929,INNOCORP L,XT,Q,NOT_FOUND_ERROR
2968,INE811H01017,,,531952,RIBA TEXTILS,X,Q,NOT_FOUND_ERROR
2969,INE786E01018,,,531968,IITL PROJ,XT,Q,NOT_FOUND_ERROR
2970,INE558F01026,,,531977,CHARTERLOGIS,X,Q,NOT_FOUND_ERROR
2971,INE227B01019,,,531979,HIND ALUMIN,X,Q,NOT_FOUND_ERROR
2972,INE547C01018,,,531982,SPECTR FOOD,XT,Q,NOT_FOUND_ERROR
2973,INE735C01027,,,531991,AMRAWOR AGRI,XT,Q,NOT_FOUND_ERROR
2974,INE839E01023,,,531996,ODYSSEY CORP,X,Q,NOT_FOUND_ERROR
2975,INE653D01012,,,532005,SAM INDUS.,X,Q,NOT_FOUND_ERROR
2976,INE981C01019,,,532007,SHREEVAT.FIN,XT,Q,NOT_FOUND_ERROR
2977,INE147C01017,,,532011,POOJA ENT,XT,Q,NOT_FOUND_ERROR
2978,INE995A01013,,,532015,GRAVITY (I),XT,Q,NOT_FOUND_ERROR
2979,INE185E01013,,,532022,FILAT FASH,XT,Q,NOT_FOUND_ERROR
2980,INE056J01015,,,532024,R.B. GUPTA,P,Q,NOT_FOUND_ERROR
2981,INE808C01014,,,532035,UNISTAR MULT,XT,Q,NOT_FOUND_ERROR
2982,INE486F01012,,,532039,ZENOTECH,XT,Q,NOT_FOUND_ERROR
2983,INE597C01013,,,532041,HINDUSTN BIO,X,Q,NOT_FOUND_ERROR
2984,INE121B01014,,,532053,WALLFORT FIN,X,Q,NOT_FOUND_ERROR
2985,INE994E01018,,,532067,KILPEST (I),X,Q,NOT_FOUND_ERROR
2986,INE311N01016,,,532070,SUPERB PAPER,X,Q,NOT_FOUND_ERROR
2987,INE219M01021,,,532090,VANDANA,XT,Q,NOT_FOUND_ERROR
2988,INE807D01030,,,532092,SAGARPROD,X,Q,NOT_FOUND_ERROR
2989,INE948G01019,,,532102,SBEC SUGAR,X,Q,NOT_FOUND_ERROR
2990,INE957E01031,,,532113,BRIJLAXMI LE,X,Q,NOT_FOUND_ERROR
2991,INE646D01024,,,532114,AREALTY,XT,Q,NOT_FOUND_ERROR
2992,INE419H01019,,,532124,RELIAB VEN,X,Q,NOT_FOUND_ERROR
2993,INE154B01015,,,532140,MOHITE,X,Q,NOT_FOUND_ERROR
2994,INE731B01010,,,532145,H.S.(I) LTD.,XT,Q,NOT_FOUND_ERROR
2995,INE560F01014,,,532154,SUNSHINE,X,Q,NOT_FOUND_ERROR
2996,INE088D01011,,,532159,TRESCON,X,Q,NOT_FOUND_ERROR
2997,INE944A01011,,,532160,GUJ.STAT.FIN,T,Q,NOT_FOUND_ERROR
2998,INE514C01018,,,532164,MINOLTA FIN.,Z,Q,NOT_FOUND_ERROR
2999,INE622E01023,,,532183,GAYATRI SUGR,X,Q,NOT_FOUND_ERROR
3000,INE027F01014,,,532217,SIEL FINANCL,XT,Q,NOT_FOUND_ERROR
3001,INE665D01016,,,532230,BENGAL TEA &,X,Q,NOT_FOUND_ERROR
3002,INE920B01019,,,532262,TCI INDUS.,XT,Q,NOT_FOUND_ERROR
3003,INE215B01022,,,532271,CYBERMATE,Z,Q,NOT_FOUND_ERROR
3004,INE389D01013,,,532284,TCFC FINANCE,X,Q,NOT_FOUND_ERROR
3005,INE418B01048,,,532320,VAARAD,X,Q,NOT_FOUND_ERROR
3006,INE555C01029,,,532323,SHIVA CEMENT,X,Q,NOT_FOUND_ERROR
3007,INE310B01013,,,532329,DANLAW TECH.,XT,Q,NOT_FOUND_ERROR
3008,INE638B01025,,,532333,HB PORTFOLIO,X,Q,NOT_FOUND_ERROR
3009,INE640B01021,,,532334,HB ESTATE DE,X,Q,NOT_FOUND_ERROR
3010,INE228B01017,,,532336,BARON INFO.,XT,Q,NOT_FOUND_ERROR
3011,INE002B01016,,,532344,SOFTSOL (I),X,Q,NOT_FOUND_ERROR
3012,INE243B01016,,,532350,PADMALAYA TE,XT,Q,NOT_FOUND_ERROR
3013,INE309B01023,,,532359,HITKIT GLOB,XT,Q,NOT_FOUND_ERROR
3014,INE099E01016,,,532362,NAGPUR POWER,X,Q,NOT_FOUND_ERROR
3015,INE539B01017,,,532372,VIRINCHI,X,Q,NOT_FOUND_ERROR
3016,INE434B01029,,,532373,WEPSOLN,X,Q,NOT_FOUND_ERROR
3017,INE464B01018,,,532378,UNIVERSAL A,X,Q,NOT_FOUND_ERROR
3018,INE683B01047,,,532379,FIRSTOBJ,X,Q,NOT_FOUND_ERROR
3019,INE893A01036,,,532380,BABA ARTS,X,Q,NOT_FOUND_ERROR
3020,INE443B01012,,,532384,TYCHE INDS,X,Q,NOT_FOUND_ERROR
3021,INE230B01021,,,532392,CREATIVE EYE,B,Q,NOT_FOUND_ERROR
3022,INE718B01017,,,532402,USGTECH,X,Q,NOT_FOUND_ERROR
3023,INE856B01023,,,532404,SAVEN TECHNO,X,Q,NOT_FOUND_ERROR
3024,INE005B01019,,,532406,AVANTEL LTD,X,Q,NOT_FOUND_ERROR
3025,INE935B01025,,,532407,MOSCHIP,XT,Q,NOT_FOUND_ERROR
3026,INE330E01023,,,532410,TRANSCORP IN,X,Q,NOT_FOUND_ERROR
3027,INE256D01014,,,532425,GENUSPRIME,X,Q,NOT_FOUND_ERROR
3028,INE799C01023,,,532435,SANINFRA,X,Q,NOT_FOUND_ERROR
3029,INE655D01025,,,532455,SHALIMAR WIR,X,Q,NOT_FOUND_ERROR
3030,INE207D01017,,,532459,FAZE3AUTO,X,Q,NOT_FOUND_ERROR
3031,INE411F01010,,,532468,KAMAHOLDING,A,Q,NOT_FOUND_ERROR
3032,INE525F01017,,,532485,BALMER LA.IN,B,Q,NOT_FOUND_ERROR
3033,INE296E01026,,,532503,RAJAPAMILLS,X,Q,NOT_FOUND_ERROR
3034,INE691G01015,,,532614,IMPEX,T,Q,NOT_FOUND_ERROR
3035,INE063E01046,,,532626,PONDY OXIDES,X,Q,NOT_FOUND_ERROR
3036,INE828G01013,,,532656,FACOR ALLOYS,XT,Q,NOT_FOUND_ERROR
3037,INE266H01014,,,532701,CELLA,Z,Q,NOT_FOUND_ERROR
3038,INE111F01016,,,532742,PAUSHAK LTD,B,Q,NOT_FOUND_ERROR
3039,INE347H01012,,,532745,INDICAP,X,Q,NOT_FOUND_ERROR
3040,INE516H01012,,,532766,RICHA IND,Z,Q,NOT_FOUND_ERROR
3041,INE768E01024,,,532806,AI CHAMPDNY,XT,Q,NOT_FOUND_ERROR
3042,INE804H01012,,,532812,TRANSWARRANT,T,Q,NOT_FOUND_ERROR
3043,INE311H01018,,,532820,ELAND,X,Q,NOT_FOUND_ERROR
3044,INE976H01018,,,532829,LEHAR,XT,Q,NOT_FOUND_ERROR
3045,INE280H01015,,,532841,SAHYA INDU,X,Q,NOT_FOUND_ERROR
3046,INE274I01016,,,532874,SURYACHAKRA,Z,Q,NOT_FOUND_ERROR
3047,INE117H01019,,,532879,SIR SHADI LA,X,Q,NOT_FOUND_ERROR
3048,INE222F01029,,,532893,VTM LTD,X,Q,NOT_FOUND_ERROR
3049,INE272G01014,,,532911,PARLEIND,X,Q,NOT_FOUND_ERROR
3050,INE575I01016,,,532918,RATHI BARS,X,Q,NOT_FOUND_ERROR
3051,INE386I01018,,,532933,PORWAL AUTO,X,Q,NOT_FOUND_ERROR
3052,INE877A01013,,,532972,SANKHYA INFO,XT,Q,NOT_FOUND_ERROR
3053,INE778I01024,,,532975,AISHWARYA,Z,Q,NOT_FOUND_ERROR
3054,INF373I01031,,,532985,KOTAK SENSEX,B,Q,NOT_FOUND_ERROR
3055,INE955I01036,,,532993,SEZALGLASS,Z,Q,NOT_FOUND_ERROR
3056,INE456H01011,,,533019,SIMPLEX PAP,X,Q,NOT_FOUND_ERROR
3057,INE858B01029,,,533033,ISGEC,A,Q,NOT_FOUND_ERROR
3058,INE065J01016,,,533048,GI ENGINERG,T,Q,NOT_FOUND_ERROR
3059,INE359B01010,,,533056,VEDAVAAG,X,Q,NOT_FOUND_ERROR
3060,INE083K01017,,,533095,BENGLA& ASM,B,Q,NOT_FOUND_ERROR
3061,INE360J01011,,,533101,SURYAMBA SP,X,Q,NOT_FOUND_ERROR
3062,INE274K01012,,,533108,BHILWRA TEC,X,Q,NOT_FOUND_ERROR
3063,INE143K01019,,,533149,ESSAR SECU,XT,Q,NOT_FOUND_ERROR
3064,INE312J01012,,,533167,CORO ENGG,X,Q,NOT_FOUND_ERROR
3065,INE864J01012,,,533170,TAMBOLI CAP,X,Q,NOT_FOUND_ERROR
3066,INE639K01016,,,533202,NEH,X,Q,NOT_FOUND_ERROR
3067,INE798K01010,,,533210,KRITI NUTRI,X,Q,NOT_FOUND_ERROR
3068,INE265D01015,,,533212,GKB OPHTHA,X,Q,NOT_FOUND_ERROR
3069,INE245L01010,,,533285,RDB REALTY,X,Q,NOT_FOUND_ERROR
3070,INE096L01025,,,533289,KESAR TERMI,X,Q,NOT_FOUND_ERROR
3071,INE690J01011,,,533315,INNO INVEST,XT,Q,NOT_FOUND_ERROR
3072,INE932K01015,,,533427,VMS INDUSTR,X,Q,NOT_FOUND_ERROR
3073,INE130L01014,,,533477,ENKEI WHEEL,X,Q,NOT_FOUND_ERROR
3074,INE123M01017,,,533608,RDB RASAYAN,X,Q,NOT_FOUND_ERROR
3075,INE258M01011,,,533896,FERVENTSYN,X,Q,NOT_FOUND_ERROR
3076,INE793G01035,,,534060,PMCFIN,X,Q,NOT_FOUND_ERROR
3077,INE391J01016,,,534600,JTL INFRA,XT,Q,NOT_FOUND_ERROR
3078,INE436N01029,,,534612,AMTL,X,Q,NOT_FOUND_ERROR
3079,INE299N01013,,,534618,SAREL,XT,Q,NOT_FOUND_ERROR
3080,INE524N01014,,,534623,JUPITER INFO,XT,Q,NOT_FOUND_ERROR
3081,INE559N01010,,,534680,SRG HFL,X,Q,NOT_FOUND_ERROR
3082,INE456N01019,,,534691,COMFORT COM,B,Q,NOT_FOUND_ERROR
3083,INE636N01016,,,534707,ADITRI,XT,Q,NOT_FOUND_ERROR
3084,INE247C01023,,,534741,VIRTUAL GLO,XT,Q,NOT_FOUND_ERROR
